,t_3_f,Disc_0,Disc_1,Disc_2,Disc_3,Disc_4,Disc_5,Disc_6,Disc_7,Disc_8,Disc_9
151609,0.0,0,0,0,0,0,0,0,0,0,0
151610,0.0,0,0,0,0,0,0,0,0,0,0
151611,0.0,0,0,0,0,0,0,0,0,0,0
151612,0.0,0,0,0,0,0,0,0,0,0,0
151613,0.0,0,0,0,0,0,0,0,0,0,0
151614,0.0,0,0,0,0,0,0,0,0,0,0
151615,0.0,0,0,0,0,0,0,0,0,0,0
151616,0.0,0,0,0,0,0,0,0,0,0,0
151617,0.0,0,0,0,0,0,0,0,0,0,0
151618,0.0,0,0,0,0,0,0,0,0,0,0
151619,0.0,0,0,0,0,0,0,0,0,0,0
151620,0.0,0,0,0,0,0,0,0,0,0,0
151621,0.0,0,0,0,0,0,0,0,0,0,0
151622,0.0,0,0,0,0,0,0,0,0,0,0
151623,0.0,0,0,0,0,0,0,0,0,0,0
151624,0.0,0,0,0,0,0,0,0,0,0,0
151625,0.0,0,0,0,0,0,0,0,0,0,0
151626,0.0,0,0,0,0,0,0,0,0,0,0
151627,0.0,0,0,0,0,0,0,0,0,0,0
151628,0.0,0,0,0,0,0,0,0,0,0,0
151629,0.0,0,0,0,0,0,0,0,0,0,0
151630,0.0,0,0,0,0,0,0,0,0,0,0
151631,0.0,0,0,0,0,0,0,0,0,0,0
151632,0.0,0,0,0,0,0,0,0,0,0,0
151633,0.0,0,0,0,0,0,0,0,0,0,0
151634,0.0,0,0,0,0,0,0,0,0,0,0
151635,0.0,0,0,0,0,0,0,0,0,0,0
151636,0.0,0,0,0,0,0,0,0,0,0,0
151637,0.0,0,0,0,0,0,0,0,0,0,0
151638,0.0,0,0,0,0,0,0,0,0,0,0
151639,0.0,0,0,0,0,0,0,0,0,0,0
151640,0.0,0,0,0,0,0,0,0,0,0,0
151641,0.0,0,0,0,0,0,0,0,0,0,0
151642,0.0,0,0,0,0,0,0,0,0,0,0
151643,0.0,0,0,0,0,0,0,0,0,0,0
151644,0.0,0,0,0,0,0,0,0,0,0,0
151645,0.0,0,0,0,0,0,0,0,0,0,0
151646,0.0,0,0,0,0,0,0,0,0,0,0
151647,0.0,0,0,0,0,0,0,0,0,0,0
151648,0.0,0,0,0,0,0,0,0,0,0,0
151649,0.0,0,0,0,0,0,0,0,0,0,0
151650,0.0,0,0,0,0,0,0,0,0,0,0
151651,0.0,0,0,0,0,0,0,0,0,0,0
151652,0.0,0,0,0,0,0,0,0,0,0,0
151653,0.0,0,0,0,0,0,0,0,0,0,0
151654,0.0,0,0,0,0,0,0,0,0,0,0
151655,0.0,0,0,0,0,0,0,0,0,0,0
151656,0.0,0,0,0,0,0,0,0,0,0,0
151657,0.0,0,0,0,0,0,0,0,0,0,0
151658,0.0,0,0,0,0,0,0,0,0,0,0
151659,0.0,0,0,0,0,0,0,0,0,0,0
151660,0.0,0,0,0,0,0,0,0,0,0,0
151661,0.0,0,0,0,0,0,0,0,0,0,0
151662,0.0,0,0,0,0,0,0,0,0,0,0
151663,0.0,0,0,0,0,0,0,0,0,0,0
151664,0.0,0,0,0,0,0,0,0,0,0,0
151665,0.0,0,0,0,0,0,0,0,0,0,0
151666,0.0,0,0,0,0,0,0,0,0,0,0
151667,0.0,0,0,0,0,0,0,0,0,0,0
151668,0.0,0,0,0,0,0,0,0,0,0,0
151669,0.0,0,0,0,0,0,0,0,0,0,0
151670,0.0,0,0,0,0,0,0,0,0,0,0
151671,0.0,0,0,0,0,0,0,0,0,0,0
151672,0.0,0,0,0,0,0,0,0,0,0,0
151673,0.0,0,0,0,0,0,0,0,0,0,0
151674,0.0,0,0,0,0,0,0,0,0,0,0
151675,0.0,0,0,0,0,0,0,0,0,0,0
151676,0.0,0,0,0,0,0,0,0,0,0,0
151677,0.0,0,0,0,0,0,0,0,0,0,0
151678,0.0,0,0,0,0,0,0,0,0,0,0
151679,0.0,0,0,0,0,0,0,0,0,0,0
151680,0.0,0,0,0,0,0,0,0,0,0,0
151681,0.0,0,0,0,0,0,0,0,0,0,0
151682,0.0,0,0,0,0,0,0,0,0,0,0
151683,0.0,0,0,0,0,0,0,0,0,0,0
151684,0.0,0,0,0,0,0,0,0,0,0,0
151685,0.0,0,0,0,0,0,0,0,0,0,0
151686,0.0,0,0,0,0,0,0,0,0,0,0
151687,0.0,0,0,0,0,0,0,0,0,0,0
151688,0.0,0,0,0,0,0,0,0,0,0,0
151689,0.0,0,0,0,0,0,0,0,0,0,0
151690,0.0,0,0,0,0,0,0,0,0,0,0
151691,0.0,0,0,0,0,0,0,0,0,0,0
151692,0.0,0,0,0,0,0,0,0,0,0,0
151693,0.0,0,0,0,0,0,0,0,0,0,0
151694,0.0,0,0,0,0,0,0,0,0,0,0
151695,0.0,0,0,0,0,0,0,0,0,0,0
151696,0.0,0,0,0,0,0,0,0,0,0,0
151697,0.0,0,0,0,0,0,0,0,0,0,0
151698,0.0,0,0,0,0,0,0,0,0,0,0
151699,0.0,0,0,0,0,0,0,0,0,0,0
151700,0.0,0,0,0,0,0,0,0,0,0,0
151701,0.0,0,0,0,0,0,0,0,0,0,0
151702,0.0,0,0,0,0,0,0,0,0,0,0
151703,0.0,0,0,0,0,0,0,0,0,0,0
151704,0.0,0,0,0,0,0,0,0,0,0,0
151705,0.0,0,0,0,0,0,0,0,0,0,0
151706,0.0,0,0,0,0,0,0,0,0,0,0
151707,0.0,0,0,0,0,0,0,0,0,0,0
151708,0.0,0,0,0,0,0,0,0,0,0,0
151709,0.0,0,0,0,0,0,0,0,0,0,0
151710,0.0,0,0,0,0,0,0,0,0,0,0
151711,0.0,0,0,0,0,0,0,0,0,0,0
151712,0.0,0,0,0,0,0,0,0,0,0,0
151713,0.0,0,0,0,0,0,0,0,0,0,0
151714,0.0,0,0,0,0,0,0,0,0,0,0
151715,0.0,0,0,0,0,0,0,0,0,0,0
151716,0.0,0,0,0,0,0,0,0,0,0,0
151717,0.0,0,0,0,0,0,0,0,0,0,0
151718,0.0,0,0,0,0,0,0,0,0,0,0
151719,0.0,0,0,0,0,0,0,0,0,0,0
151720,0.0,0,0,0,0,0,0,0,0,0,0
151721,0.0,0,0,0,0,0,0,0,0,0,0
151722,0.0,0,0,0,0,0,0,0,0,0,0
151723,0.0,0,0,0,0,0,0,0,0,0,0
151724,0.0,0,0,0,0,0,0,0,0,0,0
151725,0.0,0,0,0,0,0,0,0,0,0,0
151726,0.0,0,0,0,0,0,0,0,0,0,0
151727,0.0,0,0,0,0,0,0,0,0,0,0
151728,0.0,0,0,0,0,0,0,0,0,0,0
151729,0.0,0,0,0,0,0,0,0,0,0,0
151730,0.0,0,0,0,0,0,0,0,0,0,0
151731,0.0,0,0,0,0,0,0,0,0,0,0
151732,0.0,0,0,0,0,0,0,0,0,0,0
151733,0.0,0,0,0,0,0,0,0,0,0,0
151734,0.0,0,0,0,0,0,0,0,0,0,0
151735,0.0,0,0,0,0,0,0,0,0,0,0
151736,0.0,0,0,0,0,0,0,0,0,0,0
151737,0.0,0,0,0,0,0,0,0,0,0,0
151738,0.0,0,0,0,0,0,0,0,0,0,0
151739,0.0,0,0,0,0,0,0,0,0,0,0
151740,0.0,0,0,0,0,0,0,0,0,0,0
151741,0.0,0,0,0,0,0,0,0,0,0,0
151742,0.0,0,0,0,0,0,0,0,0,0,0
151743,0.0,0,0,0,0,0,0,0,0,0,0
151744,0.0,0,0,0,0,0,0,0,0,0,0
151745,0.0,0,0,0,0,0,0,0,0,0,0
151746,0.0,0,0,0,0,0,0,0,0,0,0
151747,0.0,0,0,0,0,0,0,0,0,0,0
151748,0.0,0,0,0,0,0,0,0,0,0,0
151749,0.0,0,0,0,0,0,0,0,0,0,0
151750,0.0,0,0,0,0,0,0,0,0,0,0
151751,0.0,0,0,0,0,0,0,0,0,0,0
151752,0.0,0,0,0,0,0,0,0,0,0,0
151753,0.0,0,0,0,0,0,0,0,0,0,0
151754,0.0,0,0,0,0,0,0,0,0,0,0
151755,0.0,0,0,0,0,0,0,0,0,0,0
151756,0.0,0,0,0,0,0,0,0,0,0,0
151757,0.0,0,0,0,0,0,0,0,0,0,0
151758,0.0,0,0,0,0,0,0,0,0,0,0
151759,0.0,0,0,0,0,0,0,0,0,0,0
151760,0.0,0,0,0,0,0,0,0,0,0,0
151761,0.0,0,0,0,0,0,0,0,0,0,0
151762,0.0,0,0,0,0,0,0,0,0,0,0
151763,0.0,0,0,0,0,0,0,0,0,0,0
151764,0.0,0,0,0,0,0,0,0,0,0,0
151765,0.0,0,0,0,0,0,0,0,0,0,0
151766,0.0,0,0,0,0,0,0,0,0,0,0
151767,0.0,0,0,0,0,0,0,0,0,0,0
151768,0.0,0,0,0,0,0,0,0,0,0,0
151769,0.0,0,0,0,0,0,0,0,0,0,0
151770,0.0,0,0,0,0,0,0,0,0,0,0
151771,0.0,0,0,0,0,0,0,0,0,0,0
151772,0.0,0,0,0,0,0,0,0,0,0,0
151773,0.0,0,0,0,0,0,0,0,0,0,0
151774,0.0,0,0,0,0,0,0,0,0,0,0
151775,0.0,0,0,0,0,0,0,0,0,0,0
151776,0.0,0,0,0,0,0,0,0,0,0,0
151777,0.0,0,0,0,0,0,0,0,0,0,0
151778,0.0,0,0,0,0,0,0,0,0,0,0
151779,0.0,0,0,0,0,0,0,0,0,0,0
151780,0.0,0,0,0,0,0,0,0,0,0,0
151781,0.0,0,0,0,0,0,0,0,0,0,0
151782,0.0,0,0,0,0,0,0,0,0,0,0
151783,0.0,0,0,0,0,0,0,0,0,0,0
151784,0.0,0,0,0,0,0,0,0,0,0,0
151785,0.0,0,0,0,0,0,0,0,0,0,0
151786,0.0,0,0,0,0,0,0,0,0,0,0
151787,0.0,0,0,0,0,0,0,0,0,0,0
151788,0.0,0,0,0,0,0,0,0,0,0,0
151789,0.0,0,0,0,0,0,0,0,0,0,0
151790,0.0,0,0,0,0,0,0,0,0,0,0
151791,0.0,0,0,0,0,0,0,0,0,0,0
151792,0.0,0,0,0,0,0,0,0,0,0,0
151793,0.0,0,0,0,0,0,0,0,0,0,0
151794,0.0,0,0,0,0,0,0,0,0,0,0
151795,0.0,0,0,0,0,0,0,0,0,0,0
151796,0.0,0,0,0,0,0,0,0,0,0,0
151797,0.0,0,0,0,0,0,0,0,0,0,0
151798,0.0,0,0,0,0,0,0,0,0,0,0
151799,0.0,0,0,0,0,0,0,0,0,0,0
151800,0.0,0,0,0,0,0,0,0,0,0,0
151801,0.0,0,0,0,0,0,0,0,0,0,0
151802,0.0,0,0,0,0,0,0,0,0,0,0
151803,0.0,0,0,0,0,0,0,0,0,0,0
151804,0.0,0,0,0,0,0,0,0,0,0,0
151805,0.0,0,0,0,0,0,0,0,0,0,0
151806,0.0,0,0,0,0,0,0,0,0,0,0
151807,0.0,0,0,0,0,0,0,0,0,0,0
151808,0.0,0,0,0,0,0,0,0,0,0,0
151809,0.0,0,0,0,0,0,0,0,0,0,0
151810,0.0,0,0,0,0,0,0,0,0,0,0
151811,0.0,0,0,0,0,0,0,0,0,0,0
151812,0.0,0,0,0,0,0,0,0,0,0,0
151813,0.0,0,0,0,0,0,0,0,0,0,0
151814,0.0,0,0,0,0,0,0,0,0,0,0
151815,0.0,0,0,0,0,0,0,0,0,0,0
151816,0.0,0,0,0,0,0,0,0,0,0,0
151817,0.0,0,0,0,0,0,0,0,0,0,0
151818,0.0,0,0,0,0,0,0,0,0,0,0
151819,0.0,0,0,0,0,0,0,0,0,0,0
151820,0.0,0,0,0,0,0,0,0,0,0,0
151821,0.0,0,0,0,0,0,0,0,0,0,0
151822,0.0,0,0,0,0,0,0,0,0,0,0
151823,0.0,0,0,0,0,0,0,0,0,0,0
151824,0.0,0,0,0,0,0,0,0,0,0,0
151825,0.0,0,0,0,0,0,0,0,0,0,0
151826,0.0,0,0,0,0,0,0,0,0,0,0
151827,0.0,0,0,0,0,0,0,0,0,0,0
151828,0.0,0,0,0,0,0,0,0,0,0,0
151829,0.0,0,0,0,0,0,0,0,0,0,0
151830,0.0,0,0,0,0,0,0,0,0,0,0
151831,0.0,0,0,0,0,0,0,0,0,0,0
151832,0.0,0,0,0,0,0,0,0,0,0,0
151833,0.0,0,0,0,0,0,0,0,0,0,0
151834,0.0,0,0,0,0,0,0,0,0,0,0
151835,0.0,0,0,0,0,0,0,0,0,0,0
151836,0.0,0,0,0,0,0,0,0,0,0,0
151837,0.0,0,0,0,0,0,0,0,0,0,0
151838,0.0,0,0,0,0,0,0,0,0,0,0
151839,0.0,0,0,0,0,0,0,0,0,0,0
151840,0.0,0,0,0,0,0,0,0,0,0,0
151841,0.0,0,0,0,0,0,0,0,0,0,0
151842,0.0,0,0,0,0,0,0,0,0,0,0
151843,0.0,0,0,0,0,0,0,0,0,0,0
151844,0.0,0,0,0,0,0,0,0,0,0,0
151845,0.0,0,0,0,0,0,0,0,0,0,0
151846,0.0,0,0,0,0,0,0,0,0,0,0
151847,0.0,0,0,0,0,0,0,0,0,0,0
151848,0.0,0,0,0,0,0,0,0,0,0,0
151849,0.0,0,0,0,0,0,0,0,0,0,0
151850,0.0,0,0,0,0,0,0,0,0,0,0
151851,0.0,0,0,0,0,0,0,0,0,0,0
151852,0.0,0,0,0,0,0,0,0,0,0,0
151853,0.0,0,0,0,0,0,0,0,0,0,0
151854,0.0,0,0,0,0,0,0,0,0,0,0
151855,0.0,0,0,0,0,0,0,0,0,0,0
151856,0.0,0,0,0,0,0,0,0,0,0,0
151857,0.0,0,0,0,0,0,0,0,0,0,0
151858,0.0,0,0,0,0,0,0,0,0,0,0
151859,0.0,0,0,0,0,0,0,0,0,0,0
151860,0.0,0,0,0,0,0,0,0,0,0,0
151861,0.0,0,0,0,0,0,0,0,0,0,0
151862,0.0,0,0,0,0,0,0,0,0,0,0
151863,0.0,0,0,0,0,0,0,0,0,0,0
151864,0.0,0,0,0,0,0,0,0,0,0,0
151865,0.0,0,0,0,0,0,0,0,0,0,0
151866,0.0,0,0,0,0,0,0,0,0,0,0
151867,0.0,0,0,0,0,0,0,0,0,0,0
151868,0.0,0,0,0,0,0,0,0,0,0,0
151869,0.0,0,0,0,0,0,0,0,0,0,0
151870,0.0,0,0,0,0,0,0,0,0,0,0
151871,0.0,0,0,0,0,0,0,0,0,0,0
151872,0.0,0,0,0,0,0,0,0,0,0,0
151873,0.0,0,0,0,0,0,0,0,0,0,0
151874,0.0,0,0,0,0,0,0,0,0,0,0
151875,0.0,0,0,0,0,0,0,0,0,0,0
151876,0.0,0,0,0,0,0,0,0,0,0,0
151877,0.0,0,0,0,0,0,0,0,0,0,0
151878,0.0,0,0,0,0,0,0,0,0,0,0
151879,0.0,0,0,0,0,0,0,0,0,0,0
151880,0.0,0,0,0,0,0,0,0,0,0,0
151881,0.0,0,0,0,0,0,0,0,0,0,0
151882,0.0,0,0,0,0,0,0,0,0,0,0
151883,0.0,0,0,0,0,0,0,0,0,0,0
151884,0.0,0,0,0,0,0,0,0,0,0,0
151885,0.0,0,0,0,0,0,0,0,0,0,0
151886,0.0,0,0,0,0,0,0,0,0,0,0
151887,0.0,0,0,0,0,0,0,0,0,0,0
151888,0.0,0,0,0,0,0,0,0,0,0,0
151889,0.0,0,0,0,0,0,0,0,0,0,0
151890,0.0,0,0,0,0,0,0,0,0,0,0
151891,0.0,0,0,0,0,0,0,0,0,0,0
151892,0.0,0,0,0,0,0,0,0,0,0,0
151893,0.0,0,0,0,0,0,0,0,0,0,0
151894,0.0,0,0,0,0,0,0,0,0,0,0
151895,0.0,0,0,0,0,0,0,0,0,0,0
151896,0.0,0,0,0,0,0,0,0,0,0,0
151897,0.0,0,0,0,0,0,0,0,0,0,0
151898,0.0,0,0,0,0,0,0,0,0,0,0
151899,0.0,0,0,0,0,0,0,0,0,0,0
151900,0.0,0,0,0,0,0,0,0,0,0,0
151901,0.0,0,0,0,0,0,0,0,0,0,0
151902,0.0,0,0,0,0,0,0,0,0,0,0
151903,0.0,0,0,0,0,0,0,0,0,0,0
151904,0.0,0,0,0,0,0,0,0,0,0,0
151905,0.0,0,0,0,0,0,0,0,0,0,0
151906,0.0,0,0,0,0,0,0,0,0,0,0
151907,0.0,0,0,0,0,0,0,0,0,0,0
151908,0.0,0,0,0,0,0,0,0,0,0,0
151909,0.0,0,0,0,0,0,0,0,0,0,0
151910,0.0,0,0,0,0,0,0,0,0,0,0
151911,0.0,0,0,0,0,0,0,0,0,0,0
151912,0.0,0,0,0,0,0,0,0,0,0,0
151913,0.0,0,0,0,0,0,0,0,0,0,0
151914,0.0,0,0,0,0,0,0,0,0,0,0
151915,0.0,0,0,0,0,0,0,0,0,0,0
151916,0.0,0,0,0,0,0,0,0,0,0,0
151917,0.0,0,0,0,0,0,0,0,0,0,0
151918,0.0,0,0,0,0,0,0,0,0,0,0
151919,0.0,0,0,0,0,0,0,0,0,0,0
151920,0.0,0,0,0,0,0,0,0,0,0,0
151921,0.0,0,0,0,0,0,0,0,0,0,0
151922,0.0,0,0,0,0,0,0,0,0,0,0
151923,0.0,0,0,0,0,0,0,0,0,0,0
151924,0.0,0,0,0,0,0,0,0,0,0,0
151925,0.0,0,0,0,0,0,0,0,0,0,0
151926,0.0,0,0,0,0,0,0,0,0,0,0
151927,0.0,0,0,0,0,0,0,0,0,0,0
151928,0.0,0,0,0,0,0,0,0,0,0,0
151929,0.0,0,0,0,0,0,0,0,0,0,0
151930,0.0,0,0,0,0,0,0,0,0,0,0
151931,0.0,0,0,0,0,0,0,0,0,0,0
151932,0.0,0,0,0,0,0,0,0,0,0,0
151933,0.0,0,0,0,0,0,0,0,0,0,0
151934,0.0,0,0,0,0,0,0,0,0,0,0
151935,0.0,0,0,0,0,0,0,0,0,0,0
151936,0.0,0,0,0,0,0,0,0,0,0,0
151937,0.0,0,0,0,0,0,0,0,0,0,0
151938,0.0,0,0,0,0,0,0,0,0,0,0
151939,0.0,0,0,0,0,0,0,0,0,0,0
151940,0.0,0,0,0,0,0,0,0,0,0,0
151941,0.0,0,0,0,0,0,0,0,0,0,0
151942,0.0,0,0,0,0,0,0,0,0,0,0
151943,0.0,0,0,0,0,0,0,0,0,0,0
151944,0.0,0,0,0,0,0,0,0,0,0,0
151945,0.0,0,0,0,0,0,0,0,0,0,0
151946,0.0,0,0,0,0,0,0,0,0,0,0
151947,0.0,0,0,0,0,0,0,0,0,0,0
151948,0.0,0,0,0,0,0,0,0,0,0,0
151949,0.0,0,0,0,0,0,0,0,0,0,0
151950,0.0,0,0,0,0,0,0,0,0,0,0
151951,0.0,0,0,0,0,0,0,0,0,0,0
151952,0.0,0,0,0,0,0,0,0,0,0,0
151953,0.0,0,0,0,0,0,0,0,0,0,0
151954,0.0,0,0,0,0,0,0,0,0,0,0
151955,0.0,0,0,0,0,0,0,0,0,0,0
151956,0.0,0,0,0,0,0,0,0,0,0,0
151957,0.0,0,0,0,0,0,0,0,0,0,0
151958,0.0,0,0,0,0,0,0,0,0,0,0
151959,0.0,0,0,0,0,0,0,0,0,0,0
151960,0.0,0,0,0,0,0,0,0,0,0,0
151961,0.0,0,0,0,0,0,0,0,0,0,0
151962,0.0,0,0,0,0,0,0,0,0,0,0
151963,0.0,0,0,0,0,0,0,0,0,0,0
151964,0.0,0,0,0,0,0,0,0,0,0,0
151965,0.0,0,0,0,0,0,0,0,0,0,0
151966,0.0,0,0,0,0,0,0,0,0,0,0
151967,0.0,0,0,0,0,0,0,0,0,0,0
151968,0.0,0,0,0,0,0,0,0,0,0,0
151969,0.0,0,0,0,0,0,0,0,0,0,0
151970,0.0,0,0,0,0,0,0,0,0,0,0
151971,0.0,0,0,0,0,0,0,0,0,0,0
151972,0.0,0,0,0,0,0,0,0,0,0,0
151973,0.0,0,0,0,0,0,0,0,0,0,0
151974,0.0,0,0,0,0,0,0,0,0,0,0
151975,0.0,0,0,0,0,0,0,0,0,0,0
151976,0.0,0,0,0,0,0,0,0,0,0,0
151977,0.0,0,0,0,0,0,0,0,0,0,0
151978,0.0,0,0,0,0,0,0,0,0,0,0
151979,0.0,0,0,0,0,0,0,0,0,0,0
151980,0.0,0,0,0,0,0,0,0,0,0,0
151981,0.0,0,0,0,0,0,0,0,0,0,0
151982,0.0,0,0,0,0,0,0,0,0,0,0
151983,0.0,0,0,0,0,0,0,0,0,0,0
151984,0.0,0,0,0,0,0,0,0,0,0,0
151985,0.0,0,0,0,0,0,0,0,0,0,0
151986,0.0,0,0,0,0,0,0,0,0,0,0
151987,0.0,0,0,0,0,0,0,0,0,0,0
151988,0.0,0,0,0,0,0,0,0,0,0,0
151989,0.0,0,0,0,0,0,0,0,0,0,0
151990,0.0,0,0,0,0,0,0,0,0,0,0
151991,0.0,0,0,0,0,0,0,0,0,0,0
151992,0.0,0,0,0,0,0,0,0,0,0,0
151993,0.0,0,0,0,0,0,0,0,0,0,0
151994,0.0,0,0,0,0,0,0,0,0,0,0
151995,0.0,0,0,0,0,0,0,0,0,0,0
151996,0.0,0,0,0,0,0,0,0,0,0,0
151997,0.0,0,0,0,0,0,0,0,0,0,0
151998,0.0,0,0,0,0,0,0,0,0,0,0
151999,0.0,0,0,0,0,0,0,0,0,0,0
152000,0.0,0,0,0,0,0,0,0,0,0,0
152001,0.0,0,0,0,0,0,0,0,0,0,0
152002,0.0,0,0,0,0,0,0,0,0,0,0
152003,0.0,0,0,0,0,0,0,0,0,0,0
152004,0.0,0,0,0,0,0,0,0,0,0,0
152005,0.0,0,0,0,0,0,0,0,0,0,0
152006,0.0,0,0,0,0,0,0,0,0,0,0
152007,0.0,0,0,0,0,0,0,0,0,0,0
152008,0.0,0,0,0,0,0,0,0,0,0,0
152009,0.0,0,0,0,0,0,0,0,0,0,0
152010,0.0,0,0,0,0,0,0,0,0,0,0
152011,0.0,0,0,0,0,0,0,0,0,0,0
152012,0.0,0,0,0,0,0,0,0,0,0,0
152013,0.0,0,0,0,0,0,0,0,0,0,0
152014,0.0,0,0,0,0,0,0,0,0,0,0
152015,0.0,0,0,0,0,0,0,0,0,0,0
152016,0.0,0,0,0,0,0,0,0,0,0,0
152017,0.0,0,0,0,0,0,0,0,0,0,0
152018,0.0,0,0,0,0,0,0,0,0,0,0
152019,0.0,0,0,0,0,0,0,0,0,0,0
152020,0.0,0,0,0,0,0,0,0,0,0,0
152021,0.0,0,0,0,0,0,0,0,0,0,0
152022,0.0,0,0,0,0,0,0,0,0,0,0
152023,0.0,0,0,0,0,0,0,0,0,0,0
152024,0.0,0,0,0,0,0,0,0,0,0,0
152025,0.0,0,0,0,0,0,0,0,0,0,0
152026,0.0,0,0,0,0,0,0,0,0,0,0
152027,0.0,0,0,0,0,0,0,0,0,0,0
152028,0.0,0,0,0,0,0,0,0,0,0,0
152029,0.0,0,0,0,0,0,0,0,0,0,0
152030,0.0,0,0,0,0,0,0,0,0,0,0
152031,0.0,0,0,0,0,0,0,0,0,0,0
152032,0.0,0,0,0,0,0,0,0,0,0,0
152033,0.0,0,0,0,0,0,0,0,0,0,0
152034,0.0,0,0,0,0,0,0,0,0,0,0
152035,0.0,0,0,0,0,0,0,0,0,0,0
152036,0.0,0,0,0,0,0,0,0,0,0,0
152037,0.0,0,0,0,0,0,0,0,0,0,0
152038,0.0,0,0,0,0,0,0,0,0,0,0
152039,0.0,0,0,0,0,0,0,0,0,0,0
152040,0.0,0,0,0,0,0,0,0,0,0,0
152041,0.0,0,0,0,0,0,0,0,0,0,0
152042,0.0,0,0,0,0,0,0,0,0,0,0
152043,0.0,0,0,0,0,0,0,0,0,0,0
152044,0.0,0,0,0,0,0,0,0,0,0,0
152045,0.0,0,0,0,0,0,0,0,0,0,0
152046,0.0,0,0,0,0,0,0,0,0,0,0
152047,0.0,0,0,0,0,0,0,0,0,0,0
152048,0.0,0,0,0,0,0,0,0,0,0,0
152049,0.0,0,0,0,0,0,0,0,0,0,0
152050,0.0,0,0,0,0,0,0,0,0,0,0
152051,0.0,0,0,0,0,0,0,0,0,0,0
152052,0.0,0,0,0,0,0,0,0,0,0,0
152053,0.0,0,0,0,0,0,0,0,0,0,0
152054,0.0,0,0,0,0,0,0,0,0,0,0
152055,0.0,0,0,0,0,0,0,0,0,0,0
152056,0.0,0,0,0,0,0,0,0,0,0,0
152057,0.0,0,0,0,0,0,0,0,0,0,0
152058,0.0,0,0,0,0,0,0,0,0,0,0
152059,0.0,0,0,0,0,0,0,0,0,0,0
152060,0.0,0,0,0,0,0,0,0,0,0,0
152061,0.0,0,0,0,0,0,0,0,0,0,0
152062,0.0,0,0,0,0,0,0,0,0,0,0
152063,0.0,0,0,0,0,0,0,0,0,0,0
152064,0.0,0,0,0,0,0,0,0,0,0,0
152065,0.0,0,0,0,0,0,0,0,0,0,0
152066,0.0,0,0,0,0,0,0,0,0,0,0
152067,0.0,0,0,0,0,0,0,0,0,0,0
152068,0.0,0,0,0,0,0,0,0,0,0,0
152069,0.0,0,0,0,0,0,0,0,0,0,0
152070,0.0,0,0,0,0,0,0,0,0,0,0
152071,0.0,0,0,0,0,0,0,0,0,0,0
152072,0.0,0,0,0,0,0,0,0,0,0,0
152073,0.0,0,0,0,0,0,0,0,0,0,0
152074,0.0,0,0,0,0,0,0,0,0,0,0
152075,0.0,0,0,0,0,0,0,0,0,0,0
152076,0.0,0,0,0,0,0,0,0,0,0,0
152077,0.0,0,0,0,0,0,0,0,0,0,0
152078,0.0,0,0,0,0,0,0,0,0,0,0
152079,0.0,0,0,0,0,0,0,0,0,0,0
152080,0.0,0,0,0,0,0,0,0,0,0,0
152081,0.0,0,0,0,0,0,0,0,0,0,0
152082,0.0,0,0,0,0,0,0,0,0,0,0
152083,0.0,0,0,0,0,0,0,0,0,0,0
152084,0.0,0,0,0,0,0,0,0,0,0,0
152085,0.0,0,0,0,0,0,0,0,0,0,0
152086,0.0,0,0,0,0,0,0,0,0,0,0
152087,0.0,0,0,0,0,0,0,0,0,0,0
152088,0.0,0,0,0,0,0,0,0,0,0,0
152089,0.0,0,0,0,0,0,0,0,0,0,0
152090,0.0,0,0,0,0,0,0,0,0,0,0
152091,0.0,0,0,0,0,0,0,0,0,0,0
152092,0.0,0,0,0,0,0,0,0,0,0,0
152093,0.0,0,0,0,0,0,0,0,0,0,0
152094,0.0,0,0,0,0,0,0,0,0,0,0
152095,0.0,0,0,0,0,0,0,0,0,0,0
152096,0.0,0,0,0,0,0,0,0,0,0,0
152097,0.0,0,0,0,0,0,0,0,0,0,0
152098,0.0,0,0,0,0,0,0,0,0,0,0
152099,0.0,0,0,0,0,0,0,0,0,0,0
152100,0.0,0,0,0,0,0,0,0,0,0,0
152101,0.0,0,0,0,0,0,0,0,0,0,0
152102,0.0,0,0,0,0,0,0,0,0,0,0
152103,0.0,0,0,0,0,0,0,0,0,0,0
152104,0.0,0,0,0,0,0,0,0,0,0,0
152105,0.0,0,0,0,0,0,0,0,0,0,0
152106,0.0,0,0,0,0,0,0,0,0,0,0
152107,0.0,0,0,0,0,0,0,0,0,0,0
152108,0.0,0,0,0,0,0,0,0,0,0,0
152109,0.0,0,0,0,0,0,0,0,0,0,0
152110,0.0,0,0,0,0,0,0,0,0,0,0
152111,0.0,0,0,0,0,0,0,0,0,0,0
152112,0.0,0,0,0,0,0,0,0,0,0,0
152113,0.0,0,0,0,0,0,0,0,0,0,0
152114,0.0,0,0,0,0,0,0,0,0,0,0
152115,0.0,0,0,0,0,0,0,0,0,0,0
152116,0.0,0,0,0,0,0,0,0,0,0,0
152117,0.0,0,0,0,0,0,0,0,0,0,0
152118,0.0,0,0,0,0,0,0,0,0,0,0
152119,0.0,0,0,0,0,0,0,0,0,0,0
152120,0.0,0,0,0,0,0,0,0,0,0,0
152121,0.0,0,0,0,0,0,0,0,0,0,0
152122,0.0,0,0,0,0,0,0,0,0,0,0
152123,0.0,0,0,0,0,0,0,0,0,0,0
152124,0.0,0,0,0,0,0,0,0,0,0,0
